Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,6.1,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2015",,,,,4.4,8.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,7.2,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2015",,,,,6.5,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,7.8,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,7.7,8.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,7.2,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,7.1,7.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,13.7,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,13.3,14.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,6.4,"Boston, MA","Percentage of births under 2,500 grams.","Boston Resident Live Births, Massachusetts Department of Public Health (data as of August 2, 2016)",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,8.8,"Boston, MA","Percentage of births under 2,500 grams.","Boston Resident Live Births, Massachusetts Department of Public Health (data as of August 2, 2016)",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,9.1,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,7.1,11.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,5.1,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,3.5,7.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,6.4,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,5.8,6.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,8.2,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,6.5,10.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,8.4,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,6.5,10.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,6.9,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,5.6,8.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator. Here, the data is suppressed due to less than 10 observations.",,,0.0,0.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,8.9,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,8.6,9.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,8.6,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,8.5,8.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,7.2,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2016, HHS/CDC/NCHS, Table 5 https://www.cdc.gov/nchs/data/hus/2016/005.pdf",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,6.9,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2016, HHS/CDC/NCHS, Table 5 https://www.cdc.gov/nchs/data/hus/2016/005.pdf",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,,"Seattle, WA","Percentage of births under 2,500 grams.",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,5.4,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,4.7,6.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,7.0,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,6.8,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,6.3,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,9.1,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,7.9,10.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,7.3,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,6.8,7.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,13.4,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,12.5,14.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,11.5,"Boston, MA","Percentage of births under 2,500 grams.","Boston Resident Live Births, Massachusetts Department of Public Health (data as of August 2, 2016)",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,9.9,"Boston, MA","Percentage of births under 2,500 grams.","Boston Resident Live Births, Massachusetts Department of Public Health (data as of August 2, 2016)",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,8.6,"Boston, MA","Percentage of births under 2,500 grams.","Boston Resident Live Births, Massachusetts Department of Public Health (data as of August 2, 2016)",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,9.1,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,8.3,10.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,White,6.4,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2016",,,,,5.1,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Black,12.0,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2016",,,,,9.8,14.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Asian/PI,8.3,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2016",,,,,6.4,10.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,All,7.4,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2016",,,,,6.7,8.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Other,13.9,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,Includes Unknown Race,,,9.1,18.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Hispanic,9.1,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,8.1,10.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Black,13.2,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,11.0,15.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Asian/PI,13.8,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,11.5,16.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,All,9.5,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,8.9,10.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Hispanic,5.6,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2016",,,,,4.5,6.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,All,6.8,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,6.3,7.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Asian/PI,7.8,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,6.1,9.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Black,9.5,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,7.4,11.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Hispanic,6.3,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,5.0,7.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,All,10.8,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,10.3,11.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Other,,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,White,6.4,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT Low Birth Weight Query,,,,,5.8,7.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Hispanic,7.5,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,All,10.5,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,9.9,11.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Black,14.8,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,All,9.8,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,White,8.5,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,7.6,9.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Other,12.7,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,8.2,17.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Asian/PI,7.7,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,6.4,9.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Black,14.3,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,13.6,15.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Hispanic,9.3,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,8.4,10.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,White,6.9,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Hispanic,8.3,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,6.6,10.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Multiracial,10.8,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,8.5,13.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,White,7.2,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,6.6,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Black,12.4,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,11.4,13.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,Asian/PI,12.0,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,9.1,14.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2016,Both,White,8.9,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,8.0,9.7
